1,offensiveFormations,10.471059400776742,9.279260507452252
1,offensiveFormations,8.642250272466654,11.186210393230404
2,offensiveFormations,9.35352436284074,8.728942487665437
2,offensiveFormations,11.710483436561212,9.726857342838395
1,trackingData,10.632929083761322,8.889836077012706
1,trackingData,9.469557431222835,10.672282527345894
2,trackingData,11.026328444437558,10.240130772341773
2,trackingData,9.850367005582816,8.497949924986635
1,playerRoute,12.409346367912875,9.331822558387476
1,playerRoute,8.751447783643226,8.846719501039276
2,playerRoute,11.011094803271877,9.071131085023127
2,playerRoute,9.912446292449244,9.689613327865503
1,playerPosition,10.87932338328255,10.894267434822504
1,playerPosition,10.126548545350122,7.49050663534337
2,playerPosition,9.850743725923628,11.05236893653277
2,playerPosition,8.892827544086867,9.86136220837123
1,closestTeammate,10.250784551237702,10.01406525655392
1,closestTeammate,10.630884230204211,8.785195946897915
2,closestTeammate,9.281805600906088,9.234502705000317
2,closestTeammate,11.61581023988617,9.437187438496691
1,trackingData,9.846751754787828,10.509761954585302
1,trackingData,10.53940160568449,8.773863871290619
2,trackingData,10.383327163369229,9.85375431395325
2,trackingData,10.350737718601083,9.138195751438836
